,name,neighbourhood_cleansed,latitude,longitude,listing_url,number_of_reviews_ltm,review_scores_rating
216,Beautiful Mount Pleasant Loft,Mount Pleasant,49.26731,-123.09774,https://www.airbnb.com/rooms/3130486,11,4.79
217,Deluxe Minimalist Double Bedroom,Renfrew-Collingwood,49.24187,-123.03668,https://www.airbnb.com/rooms/3138351,0,4.63
218,"New suite in Kits, total privacy/spacious/quiet",Kitsilano,49.26366,-123.18138,https://www.airbnb.com/rooms/3142563,5,5.0
219,1BD Garden Suite in East Village,Hastings-Sunrise,49.2785,-123.05217,https://www.airbnb.com/rooms/3158555,22,4.81
220,Family Friendly Accessible East Van Home,Grandview-Woodland,49.26802,-123.07374,https://www.airbnb.com/rooms/3158923,0,
221,Beautiful Loft w/Balcony | New Reno | 2-levels,Downtown Eastside,49.2839,-123.10111,https://www.airbnb.com/rooms/3168686,10,4.75
222,"A Luxurious Downtown Urban Oasis with Parking, Awaits You.",Downtown,49.27914,-123.12016,https://www.airbnb.com/rooms/3177610,5,4.95
223,Stylish Minimalist Double Bedroom,Renfrew-Collingwood,49.24348,-123.03844,https://www.airbnb.com/rooms/3183304,0,4.6
224,Cozy modern suite near Main St (min stay 30 days),Riley Park,49.2498,-123.10378,https://www.airbnb.com/rooms/3215295,3,4.84
225,147 VIEW 1 Bedroom in Coal Harbour,Downtown,49.28875,-123.12417,https://www.airbnb.com/rooms/3230030,0,5.0
226,153 GREAT PRICE in West End,West End,49.27865,-123.13613,https://www.airbnb.com/rooms/3230170,0,4.67
227,161 1 Bedroom COAL HARBOUR SEAWALL,Downtown,49.28886,-123.12616,https://www.airbnb.com/rooms/3230315,1,5.0
228,Best Waterfront View in Vancouver! 2Br & Parking,Downtown,49.27359,-123.10051,https://www.airbnb.com/rooms/3239463,0,4.8
229,165 YALETOWN  VIEW / 1 BEDROOM + OFFICE,Downtown,49.27515,-123.11625,https://www.airbnb.com/rooms/3240635,0,4.5
230,Modern Downtown Park View Condo!,Downtown,49.2782,-123.10575,https://www.airbnb.com/rooms/3241017,2,4.93
231,170 1 BED- VIEW SUITE!,Downtown,49.28488,-123.11244,https://www.airbnb.com/rooms/3248395,1,4.67
232,"175 Studio at ""The Lions""",West End,49.28719,-123.12856,https://www.airbnb.com/rooms/3248971,1,5.0
233,"Bright ocean view home, 1 block from beach",Kitsilano,49.27197,-123.17999,https://www.airbnb.com/rooms/3258141,0,4.4
234,199 1 Bedroom West of Denman,West End,49.29225,-123.14202,https://www.airbnb.com/rooms/3301115,0,
235,228 Studio West Georgia Street VIEW,Downtown,49.29004,-123.12665,https://www.airbnb.com/rooms/3302983,0,5.0
236,Level | Two Bedroom Suite | Luxe Amenities,Downtown,49.27899,-123.12156,https://www.airbnb.com/rooms/3309313,0,4.0
237,Level | Studio | Modern Suite Downtown Vancouver,Downtown,49.27861,-123.12323,https://www.airbnb.com/rooms/3309584,0,4.75
238,"Fantastic downtown 2BR 2BATH w/ parking, gym, pool",Downtown,49.27963,-123.10874,https://www.airbnb.com/rooms/3311782,0,4.85
239,studio apartment,Hastings-Sunrise,49.28488,-123.02993,https://www.airbnb.com/rooms/3331054,1,4.82
240,Beach Home in the Sky - Pvt Bedroom & Washroom,West End,49.28455,-123.14071,https://www.airbnb.com/rooms/3331694,0,5.0
241,DT Private Room (Female Only),Downtown,49.27604,-123.12549,https://www.airbnb.com/rooms/3351181,0,4.77
242,Beautiful character Kitsilano home,Kitsilano,49.26215,-123.1803,https://www.airbnb.com/rooms/3379799,0,5.0
243,Great East Van home for Families!,Hastings-Sunrise,49.27402,-123.054,https://www.airbnb.com/rooms/3379810,0,5.0
244,D47 - 2BR luxury suite downtown,Downtown,49.27642,-123.12746,https://www.airbnb.com/rooms/3401626,0,5.0
245,Character Studio.Great DT location.,West End,49.28374,-123.12267,https://www.airbnb.com/rooms/3415750,4,4.66
246,"KITS POINT, Bamboo Garden by the Sea",Kitsilano,49.27523,-123.1524,https://www.airbnb.com/rooms/3425973,0,4.5
247,Stunning Vancouver Mountain Views,Renfrew-Collingwood,49.23322,-123.02764,https://www.airbnb.com/rooms/3430102,0,5.0
248,Cozy and Classy Gastown Loft,Downtown Eastside,49.28365,-123.10431,https://www.airbnb.com/rooms/3448674,7,4.79
249,"3 bedrooms, 3.5 bathrooms on 3 levels near beach",Kitsilano,49.26867,-123.16656,https://www.airbnb.com/rooms/3458717,20,4.77
250,EAST View- Steps to 29Ave SKYTRAIN Bright & Clean,Renfrew-Collingwood,49.24559,-123.04974,https://www.airbnb.com/rooms/3479638,1,4.45
251,2Br Suite Steps from Commercial Dr!,Grandview-Woodland,49.26665,-123.06936,https://www.airbnb.com/rooms/3484837,0,4.6
252,Upstairs in beautiful Pt Grey Vancouver,Dunbar Southlands,49.25782,-123.20131,https://www.airbnb.com/rooms/3534949,9,4.73
253,Strathcona Eclectic Modern Studio,Downtown Eastside,49.27928,-123.07949,https://www.airbnb.com/rooms/3563108,24,4.87
254,* Beautiful + Trendy 2 Bedroom Central Vancouver *,Downtown,49.27656,-123.11813,https://www.airbnb.com/rooms/3594666,0,4.42
255,Private Garden Suite on the Drive,Grandview-Woodland,49.27198,-123.0681,https://www.airbnb.com/rooms/3629071,59,4.92
256,Park View. Spacious Bright @ 29Ave Skytrain,Renfrew-Collingwood,49.24389,-123.0485,https://www.airbnb.com/rooms/3638973,2,4.2
257,279 HARD TO FIND! 3 BEDROOM DOWNTOWN! 27TH FLOOR,West End,49.28709,-123.12764,https://www.airbnb.com/rooms/3677710,0,5.0
258,Kriszta's Lovely Little Hideaway,Grandview-Woodland,49.27166,-123.06616,https://www.airbnb.com/rooms/3678989,25,4.71
259,Charming Cozy Condo Commercial Dr Licence#20159722,Grandview-Woodland,49.27412,-123.07405,https://www.airbnb.com/rooms/3679016,0,4.97
260,1 Block From The Ocean & Beach,Kitsilano,49.27252,-123.15201,https://www.airbnb.com/rooms/3698334,0,4.54
261,The Heart of Commercial Drive,Grandview-Woodland,49.27055,-123.071,https://www.airbnb.com/rooms/3704513,0,0.0
262,Luxurious New 2-BR Laneway House,West Point Grey,49.26013,-123.1891,https://www.airbnb.com/rooms/3742414,0,4.67
263,Large apt. with great Patio in Kits,Kitsilano,49.26268,-123.14881,https://www.airbnb.com/rooms/3766620,0,4.41
264,"""Comfortable,  Relaxing Garden Level home 4 beds”",Riley Park,49.2493,-123.10796,https://www.airbnb.com/rooms/3784311,15,4.77
265,Family home in Mount Pleasant,Mount Pleasant,49.25725,-123.08369,https://www.airbnb.com/rooms/3803319,1,4.83
266,"135 ""The Pointe""  view",Downtown,49.28873,-123.12582,https://www.airbnb.com/rooms/3811719,0,5.0
267,"Cosy room near scenic park, pvt BR",Riley Park,49.2357,-123.10428,https://www.airbnb.com/rooms/3812348,0,4.92
268,Downtown Vancouver No Car Required,West End,49.2852,-123.13391,https://www.airbnb.com/rooms/3857478,2,4.85
269,Perfect Find for Solo Traveler!,Mount Pleasant,49.26037,-123.10503,https://www.airbnb.com/rooms/3859085,35,4.97
270,Almond Park 2BR Suite - Perfect Kitsilano Location,Kitsilano,49.25926,-123.18271,https://www.airbnb.com/rooms/3887660,0,4.62
271,"Budget & Beautiful on ""The Drive"" + Gigabit Fiber",Grandview-Woodland,49.26756,-123.06667,https://www.airbnb.com/rooms/3888379,8,4.57
272,Exceptional Townhouse in Kitsilano,Kitsilano,49.2649,-123.16641,https://www.airbnb.com/rooms/3902807,0,
273,Gastown 1 Bed with North Shore view,Downtown Eastside,49.28254,-123.1064,https://www.airbnb.com/rooms/3916321,3,4.91
274,Best of Downtown-New 1Br&Parking,Downtown,49.28169,-123.11802,https://www.airbnb.com/rooms/3971726,0,4.92
275,Classic Kitsilano - Private Suite,Kitsilano,49.26763,-123.16039,https://www.airbnb.com/rooms/3979710,0,4.97
276,202-Deluxe Studio by Stanley Park,West End,49.29236,-123.13936,https://www.airbnb.com/rooms/3994011,3,4.8
277,Luxury Residence - Kitsilano - Best Neighborhood,Kitsilano,49.26562,-123.16259,https://www.airbnb.com/rooms/4007351,0,5.0
278,Modern Studio on Commercial Dr.,Grandview-Woodland,49.26645,-123.06893,https://www.airbnb.com/rooms/4016671,17,4.88
279,"Super Spacious, Central Apartment with a Stylish Vibe.",Mount Pleasant,49.25886,-123.10898,https://www.airbnb.com/rooms/4054111,15,4.95
280,"Spacious, Modern King 1BDR  2 Bath",Mount Pleasant,49.25869,-123.10753,https://www.airbnb.com/rooms/4070759,7,5.0
281,"Relax, Enjoy and Stay @ MYPlace",Downtown,49.27399,-123.12399,https://www.airbnb.com/rooms/4075378,2,4.65
282,Vineyard Suite @ Grandview House,Grandview-Woodland,49.27288,-123.06959,https://www.airbnb.com/rooms/4104870,2,4.74
283,"VANCOUVER, CANADA; WORLDMARK VANCOUVER",Downtown,49.28063,-123.12652,https://www.airbnb.com/rooms/4118193,0,
284,D64 - 2 br downtown luxury suite,Downtown,49.27949,-123.10711,https://www.airbnb.com/rooms/4120301,0,4.44
285,"Charming Suite In Historic Grandview Woodland""",Grandview-Woodland,49.27585,-123.06803,https://www.airbnb.com/rooms/4137579,18,4.87
286,Luxury Private room w/ Private Bath,Killarney,49.22826,-123.03193,https://www.airbnb.com/rooms/4145030,1,4.42
287,Mount Pleasant w/Mountain View,Riley Park,49.24598,-123.09127,https://www.airbnb.com/rooms/4224711,0,4.77
288,"CHIC DOWNTOWN w/ NESPRESSO, PARKING",Downtown Eastside,49.28109,-123.10671,https://www.airbnb.com/rooms/4244379,39,4.89
289,Yaletown High-Rise Studio Overlooking BC Place,Downtown,49.27707,-123.11507,https://www.airbnb.com/rooms/4318059,0,4.95
290,Kitsilano Garden level cozy Suite,Kitsilano,49.2669,-123.16656,https://www.airbnb.com/rooms/4348412,1,4.86
291,Private Hotel-Style Room & Bath Downtown Yaletown,Downtown,49.27334,-123.12764,https://www.airbnb.com/rooms/4351464,31,4.97
292,Cozy Family Friendly House - 3 bed+ den,Kensington-Cedar Cottage,49.25595,-123.07807,https://www.airbnb.com/rooms/4377155,0,4.87
293,PVT ROOM#1 w/PRIVATE entrance in NEW HOME,Renfrew-Collingwood,49.23695,-123.03251,https://www.airbnb.com/rooms/4395511,26,4.81
294,"3 bed, 2.5 bath - modern, central",Kitsilano,49.26184,-123.14763,https://www.airbnb.com/rooms/4404431,0,5.0
295,1 Bedroom Apartment on Kitsilano Beach,Kitsilano,49.27351,-123.15035,https://www.airbnb.com/rooms/4418911,5,4.91
296,D44 - 2 bedroom suite in Vancouver,Downtown,49.27294,-123.12493,https://www.airbnb.com/rooms/4423470,0,4.71
297,Modern Comfy Convenient Location,Strathcona,49.27403,-123.09921,https://www.airbnb.com/rooms/4447077,1,4.81
298,Beautiful home in Vancouver,Kitsilano,49.27315,-123.16093,https://www.airbnb.com/rooms/4465400,3,4.97
299,1-MONTH MINIMUM Townhouse in Beautiful False Creek,Fairview,49.26595,-123.12975,https://www.airbnb.com/rooms/4492009,0,4.69
300,Along the Garden Path,Kitsilano,49.26137,-123.16982,https://www.airbnb.com/rooms/4493377,7,4.85
301,"Private Cozy Room/Gym/Pool/Sauna,..",Downtown Eastside,49.28318,-123.11256,https://www.airbnb.com/rooms/4527258,1,4.68
302,"Quiet, Clean and Comfortable",West End,49.28532,-123.13434,https://www.airbnb.com/rooms/4558496,0,4.86
303,Spacious 2-bedrooms in West Point Grey,West Point Grey,49.26424,-123.20055,https://www.airbnb.com/rooms/4568364,28,4.77
304,Modern Condo Living,Mount Pleasant,49.27186,-123.10121,https://www.airbnb.com/rooms/4588807,0,4.88
305,D16 - 3 bedroom duplex,Downtown Eastside,49.27762,-123.08519,https://www.airbnb.com/rooms/4614439,0,4.0
306,Private top floor of lovely craftsman home,Mount Pleasant,49.26041,-123.09035,https://www.airbnb.com/rooms/4624838,10,4.74
307,Immaculate 1br Walk-Up Corner Unit,Renfrew-Collingwood,49.2346,-123.02652,https://www.airbnb.com/rooms/4630113,2,5.0
308,1 BD Coal Harbour condo in the city centre,Downtown,49.28901,-123.12785,https://www.airbnb.com/rooms/4633264,1,4.86
309,Luxury Townhouse w/ Private Rooftop Patio,Grandview-Woodland,49.28111,-123.07293,https://www.airbnb.com/rooms/4637856,1,5.0
310,Fabulous Heritage Loft,Downtown Eastside,49.28046,-123.10232,https://www.airbnb.com/rooms/4649490,0,4.97
311,StudioSweet,Riley Park,49.25107,-123.1025,https://www.airbnb.com/rooms/4659229,11,4.66
312,Arbutus Garden Suite,Kitsilano,49.26329,-123.18427,https://www.airbnb.com/rooms/4679955,0,4.88
313,2 Private Rooms Mountain View Home near The Drive,Mount Pleasant,49.26417,-123.08611,https://www.airbnb.com/rooms/4694311,0,
314,Gorgeous New House 2 Bedroom Suite,Renfrew-Collingwood,49.24961,-123.03755,https://www.airbnb.com/rooms/4701190,3,4.88
315,Cypress Laneway House,Kitsilano,49.26149,-123.18459,https://www.airbnb.com/rooms/4706507,0,4.93
316,"Sunset Beach Apt, Amazing Ocean Views & Amenities",Downtown,49.27444,-123.13221,https://www.airbnb.com/rooms/4747128,0,4.96
317,Trout Lake Urban Coach House,Kensington-Cedar Cottage,49.25244,-123.0623,https://www.airbnb.com/rooms/4787924,3,4.91
318,W1 - Waterfront Yaletown Condo with City & Water Views,Downtown,49.27147,-123.12661,https://www.airbnb.com/rooms/4849995,0,5.0
319,A Sunny Suite Up Main,Riley Park,49.24326,-123.10298,https://www.airbnb.com/rooms/4856515,1,4.57
320,Private guest space in heritage house,Downtown Eastside,49.27813,-123.09127,https://www.airbnb.com/rooms/4871974,2,4.85
321,Elegant Private Suite off Broadway,Mount Pleasant,49.26147,-123.08229,https://www.airbnb.com/rooms/4888430,55,4.93
322,Granville Isl water/pastoral view,Fairview,49.26616,-123.12985,https://www.airbnb.com/rooms/4942126,8,4.95
323,2 storey executive loft downtown + 1 parking,Downtown,49.27823,-123.12071,https://www.airbnb.com/rooms/4958622,9,4.57
324,Bright & Light Main St. Garden Suite,Riley Park,49.24531,-123.09533,https://www.airbnb.com/rooms/4995055,3,4.9
325,Spacious Character in Point Grey,West Point Grey,49.25965,-123.20512,https://www.airbnb.com/rooms/5005722,3,4.89
326,Gorgeous 1-Bdr – Walk Everywhere!,Downtown,49.27993,-123.1263,https://www.airbnb.com/rooms/5040320,7,4.95
327,Vancouver SUPER location view 1-bedroom suite.,West End,49.28165,-123.12841,https://www.airbnb.com/rooms/5089343,0,4.97
328,O1 - High Rise Yaletown Condo with City and Park Views,Downtown,49.27508,-123.12388,https://www.airbnb.com/rooms/5154272,1,4.92
329,Downtown  Furnished one bedroom office parking den,Downtown,49.28337,-123.11659,https://www.airbnb.com/rooms/5183901,3,4.82
330,"Entire basement bachelor suite, separate entrance",Kensington-Cedar Cottage,49.25867,-123.07337,https://www.airbnb.com/rooms/5257529,9,4.83
331,Main Street Apartment,Mount Pleasant,49.2644,-123.09873,https://www.airbnb.com/rooms/5278749,0,4.91
332,"Bright, fully furnished suite",Fairview,49.25872,-123.12185,https://www.airbnb.com/rooms/5315811,0,4.5
333,1 bedroom 1 Den Parking Fibre fast WiFi downtown,Downtown,49.28045,-123.10871,https://www.airbnb.com/rooms/5347437,16,4.4
334,Your private suite in Vancouver!,Victoria-Fraserview,49.232,-123.07403,https://www.airbnb.com/rooms/5354597,0,4.77
335,Artistic Space Close to Gastown,Downtown Eastside,49.28287,-123.09425,https://www.airbnb.com/rooms/5391067,0,4.66
336,long term Downtown Modern One bedroom Den Parking,Downtown,49.27841,-123.10815,https://www.airbnb.com/rooms/5415806,1,3.5
337,Gorgeous City Views from a Relaxed Apartment,West End,49.2827,-123.1241,https://www.airbnb.com/rooms/5423637,5,4.88
338,A Mount Pleasant Gem,Mount Pleasant,49.25853,-123.08005,https://www.airbnb.com/rooms/5459210,0,4.6
339,"Large, Modern & Private Space",Kensington-Cedar Cottage,49.24731,-123.08777,https://www.airbnb.com/rooms/5471844,126,4.91
340,Cozy and Beautiful 3BD Home,Renfrew-Collingwood,49.24243,-123.04059,https://www.airbnb.com/rooms/5482135,3,4.68
341,Two Bedrooms in Basement (Kits) - close to Beach,Kitsilano,49.27105,-123.18246,https://www.airbnb.com/rooms/5490474,4,4.76
342,Townhouse w/ Private Rooftop & Park View,Downtown Eastside,49.2804,-123.10571,https://www.airbnb.com/rooms/5522937,0,4.5
343,"Charming, bright and convenient 2-bedroom suite",Kensington-Cedar Cottage,49.24429,-123.0884,https://www.airbnb.com/rooms/5538655,0,5.0
344,Introvert's Rest in Luxury Hostel,Kerrisdale,49.22464,-123.13997,https://www.airbnb.com/rooms/5562730,3,4.71
345,"Private room for ONE person, All incl",Downtown,49.28506,-123.11247,https://www.airbnb.com/rooms/5567902,0,4.17
346,Downtown Vancouver Studio,Downtown,49.27832,-123.12109,https://www.airbnb.com/rooms/5571829,4,5.0
347,Beautiful 2-bd Modern home,Grandview-Woodland,49.27549,-123.06406,https://www.airbnb.com/rooms/5602997,22,4.96
348,Comfy Garden Suite Close to Town,South Cambie,49.24942,-123.12413,https://www.airbnb.com/rooms/5631903,11,4.83
349,"Modern, Urban Commercial Drive Home",Grandview-Woodland,49.26914,-123.05684,https://www.airbnb.com/rooms/5642121,19,4.81
350,Cozy one bedroom in coal harbour.,West End,49.28722,-123.12588,https://www.airbnb.com/rooms/5670706,0,4.93
351,Kitsilano Retreat,Kitsilano,49.27016,-123.17693,https://www.airbnb.com/rooms/5698137,0,4.94
352,Mosaic Suite @ Grandview House,Grandview-Woodland,49.27152,-123.06947,https://www.airbnb.com/rooms/5747556,2,4.8
353,Modern Condo on Keefer Street (Downtown/Chinatown),Downtown Eastside,49.27851,-123.09941,https://www.airbnb.com/rooms/5759976,0,4.87
354,"Bright, convenient studio",Grandview-Woodland,49.28512,-123.05801,https://www.airbnb.com/rooms/5761885,0,5.0
355,150 One Bedroom at the Wall Centre,Downtown,49.28084,-123.12598,https://www.airbnb.com/rooms/5795871,0,5.0
356,"Low Monthly - Davie, Robson, & Scenic Stanley Park",West End,49.28698,-123.13246,https://www.airbnb.com/rooms/5807056,1,4.8
357,Spectacular View in Yaletown & Park,Downtown,49.27453,-123.12461,https://www.airbnb.com/rooms/5808094,0,4.91
358,"Modern Guesthouse Suite, 5 min walk to Skytrain",Renfrew-Collingwood,49.24554,-123.05089,https://www.airbnb.com/rooms/5814747,45,4.91
359,Private 1st Class Loft Suite,Kitsilano,49.26698,-123.16059,https://www.airbnb.com/rooms/5815477,0,5.0
360,Bright & modern main floor bedroom in quiet home.,Dunbar Southlands,49.24347,-123.17806,https://www.airbnb.com/rooms/5852402,3,4.89
361,East Vancouver Two Level View Loft,Grandview-Woodland,49.28669,-123.06221,https://www.airbnb.com/rooms/5857194,38,4.73
362,"New! Modern, Luxury Vancouver Condo",Mount Pleasant,49.26867,-123.10487,https://www.airbnb.com/rooms/5873868,0,4.71
363,Newly Renovated 1 Bedroom w Den Downtown,West End,49.28941,-123.12908,https://www.airbnb.com/rooms/5877217,2,4.9
364,Private. Trendy Neighbourhood. Sleeps 5.,Grandview-Woodland,49.27675,-123.06537,https://www.airbnb.com/rooms/5881530,18,4.93
365,Contemporary Yaletown 1 bedroom,Downtown,49.27818,-123.13048,https://www.airbnb.com/rooms/5961772,0,
366,Beautiful Heritage home with 3 bedrooms,Grandview-Woodland,49.27572,-123.06039,https://www.airbnb.com/rooms/6018284,0,4.68
367,"Spacious 4br home by Jericho beach, UBC",West Point Grey,49.26442,-123.19224,https://www.airbnb.com/rooms/6032973,0,5.0
368,Bright family home in Trendy Main Street Area,Riley Park,49.24506,-123.09533,https://www.airbnb.com/rooms/6045404,2,4.93
369,Executive Heritage Classic - Kits,Kitsilano,49.26774,-123.1611,https://www.airbnb.com/rooms/6151520,0,5.0
370,Elegant Family Home on Seawall,Fairview,49.26649,-123.12179,https://www.airbnb.com/rooms/6166558,0,4.6
371,Luxury 2Bdrm near QE Park + King Edward Skytrain,Riley Park,49.24748,-123.10906,https://www.airbnb.com/rooms/6184381,11,4.65
372,Bright Suite Bikable & Near Transit,Hastings-Sunrise,49.26407,-123.03992,https://www.airbnb.com/rooms/6226872,7,4.71
373,Luxury living,Downtown,49.27809,-123.12919,https://www.airbnb.com/rooms/6239107,0,4.64
374,Vancouver Sanctuary Mount Pleasant & Rooftop Patio,Mount Pleasant,49.26329,-123.09956,https://www.airbnb.com/rooms/6249125,13,4.98
375,Downtown Vancouver,Downtown,49.27912,-123.12066,https://www.airbnb.com/rooms/6270968,0,4.84
376,Character home ideal for families!,Mount Pleasant,49.26071,-123.09265,https://www.airbnb.com/rooms/6324453,5,4.85
377,Elegant Cottage Style Suite,Riley Park,49.25076,-123.10873,https://www.airbnb.com/rooms/6347338,2,4.89
378,Downtown Vancouver 2BR by BC PLACE,Downtown,49.27729,-123.11603,https://www.airbnb.com/rooms/6364673,0,4.72
379,Large Heritage Flat in East Van,Grandview-Woodland,49.2716,-123.06175,https://www.airbnb.com/rooms/6365193,0,4.8
380,Luxury Upscale Condo-Best Location,Downtown,49.28104,-123.11013,https://www.airbnb.com/rooms/6405277,0,4.5
381,Relax in the city,Hastings-Sunrise,49.26624,-123.04491,https://www.airbnb.com/rooms/6407591,1,4.5
