id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
36884302,"STYLISH, COZY and PERFECT LOCATION",23592991,Shannon,,Mount Pleasant,49.26547,-123.10135,Entire home/apt,343,30,1,2021-10-13,1,1,340,1,19-278088
36900244,Beautiful and well located,173207495,Isabel,,Kitsilano,49.26016,-123.17062,Entire home/apt,146,3,31,2019-08-31,1.12,1,68,13,21-157987
36988462,"Pet friendly, large 2 br suite, great location.",277727201,Robert,,Renfrew-Collingwood,49.25727,-123.03869,Entire home/apt,139,3,55,2020-03-04,2.20,1,0,27,21-158053
37001997,accesible to any landmark u wish to go,271096826,Joesfina,,Killarney,49.2079,-123.05642,Private room,40,1,7,2019-08-18,0.26,6,0,0,20-162761
37007062,Central Location/Foodie Paradise/Family Friendly,23032753,David-Dj,,Riley Park,49.25123,-123.09421,Entire home/apt,90,1,35,2020-03-12,1.35,1,0,0,19-270683
37018018,Great location! 5mins walk to SkyTrain/Cinema/T&T,50946994,Martin,,Marpole,49.21311,-123.11733,Private room,88,1,36,2019-12-31,1.73,1,300,14,21-241504
37026632,Private 3 BDR Point Grey area in Vancouver,278406335,Summer,,West Point Grey,49.26312,-123.18705,Entire home/apt,169,1,4,2019-08-08,0.15,1,0,0,21-158054
37056099,Luxury 1000 sqf Seaside Living - Biking Kayaking,180257,Dan,,Downtown,49.27528,-123.12592,Entire home/apt,315,2,33,2019-11-24,1.47,2,164,16,19-255160
37061597,Modern Studio Apartment in West End Downtown,24982136,Paolo,,West End,49.28074,-123.13674,Entire home/apt,101,30,8,2019-11-26,0.32,1,104,3,
37063338,Downtown One Bedroom with a Gorgeous View!,146500319,Shaad,,Downtown,49.277664132298014,-123.10640194574565,Entire home/apt,104,2,0,,,1,25,0,21-308428
37082282,Gorgeous in Coal harbour Vancouver downtown oasis,134758907,Vida,,Downtown,49.28938,-123.12651,Entire home/apt,130,30,8,2019-12-14,0.83,9,81,3,20-163000
37098104,New High-Rise Bright One BR Apt. with Awesome View,349804247,Elvan,,Downtown,49.27946,-123.12855,Entire home/apt,129,30,34,2020-11-14,1.36,11,246,7,20-184150
37119951,DOWNTOWN VANCOUVER HOUSE ROOM,25074817,Tatiane,,West End,49.28057,-123.13068,Private room,70,3,35,2021-10-08,1.48,5,0,20,21157396
37122382,Stylish Heritage House in Mt. Pleasant,139711460,Stefan,,Strathcona,49.26703,-123.09386,Entire home/apt,299,29,24,2020-12-27,0.92,1,68,7,20-307113
37129959,House with 3 Rooms and Amazing Views!,279300111,Prabhjot,,Kensington-Cedar Cottage,49.23659,-123.07812,Entire home/apt,225,2,60,2021-08-24,2.24,1,16,23,21-171248
37130562,Garden suite in popular quiet tree-lined Kitsilano,159165445,Jin,,Kitsilano,49.26214,-123.14694,Entire home/apt,178,2,105,2021-10-28,3.82,1,282,44,21-159718
37130916,蘑菇小屋提供单独出入的私人空间，无需与房东共享任何设施，单独的卧室，单独的洗手间，还有完整的厨房,42868090,Joe,,Renfrew-Collingwood,49.25031,-123.04926,Entire home/apt,52,2,55,2020-05-23,2.08,1,0,18,21-158130
37148795,Commercial Area Spacious Apartment,86799091,Mabelita,,Grandview-Woodland,49.26914,-123.07579,Entire home/apt,90,2,4,2020-08-03,0.18,1,0,0,19-323342
37150050,"🌱Garden Suite in Central Vancouver,15min Downtown",197503967,Emily,,Kensington-Cedar Cottage,49.24288,-123.07547,Entire home/apt,123,1,75,2021-09-01,2.96,1,90,15,21-158090
37161874,ROOM A &WALK TO BUS (UBC-49 ST SKYTRAIN-METROTOWN),120990849,Yolanda,,Victoria-Fraserview,49.22246,-123.05271,Private room,69,3,11,2019-08-19,0.40,3,0,0,20-116867
37163037,Heart of Vancouver -Beautiful downtown condo,279629402,Suzanne,,Downtown,49.27952,-123.11905,Entire home/apt,160,30,11,2021-04-03,0.49,1,315,4,
37168261,Walk to the ocean! 1BR ground lvl apt in Kitsilano,130786393,Tatiana,,Kitsilano,49.26613,-123.17551,Entire home/apt,249,30,22,2020-03-09,0.86,1,0,0,20-161991
37174733,Modern 1 bedroom loft central  location Chinatown,21227054,Inge,,Downtown Eastside,49.27946,-123.09852,Entire home/apt,135,30,0,,,3,5,0,
37176044,Woodland Homestay Room #2,191577153,John,,Kensington-Cedar Cottage,49.26102,-123.07556,Private room,30,30,6,2021-10-02,0.39,4,136,4,
37179226,Cozy bedroom in Vancouver,275619946,Chak Shing,,Arbutus Ridge,49.24882,-123.16693,Private room,60,1,61,2019-12-14,2.29,2,53,33,21-158025
37180784,Woodland Pottery House,256921782,Niki,,Downtown Eastside,49.27887,-123.07885,Entire home/apt,211,2,13,2019-08-25,0.90,3,0,0,19-226400
37181228,*DOWNTOWN Granville Vancouver*  1BR 1BA w/ Views!,262528648,Paola,,Downtown,49.27886,-123.12598,Entire home/apt,3250,180,0,,,1,363,0,
37198651,Private den room in middle of downtown,259831337,Rav,,Downtown,49.28037,-123.12517,Private room,60,30,0,,,1,0,0,
37215967,East Van - Commercial Dr 4th floor Apartment,25079461,Courtney,,Grandview-Woodland,49.26301,-123.0724,Entire home/apt,134,2,19,2021-10-17,4.91,1,19,19,21-257659
37221210,Cozy room in family home with queen bed and desk.,90104802,Rick,,Kensington-Cedar Cottage,49.2605,-123.05911,Private room,60,1,5,2019-09-26,0.18,2,0,0,19-245823
37261304,Modern one bedroom Yaletown Vancouver,95217850,Mauricio,,Downtown,49.27592,-123.11253,Entire home/apt,95,90,3,2020-11-22,0.12,23,158,1,
37262060,Stylish 1 bedroom apart in the heart of Vancouver,34078441,Manuel & Rolando,,Downtown,49.28095,-123.10916,Entire home/apt,400,3,0,,,2,179,0,19176207
37264358,Downtown Vancouver Luxury 3 bedrooms 3 bathrooms,272222903,Kitty,,West End,49.28575,-123.12433,Entire home/apt,550,30,0,,,5,348,0,
37284911,"Downtown ,City/Ocean View,Near Beach,Walk score 98",274033025,Erin,,Downtown,49.27444,-123.1279,Entire home/apt,300,3,26,2021-10-21,0.99,1,170,10,20-163045
37285196,"Steps from ocean, private apt. in Victorian home.",427668,Nikia,,Grandview-Woodland,49.28911,-123.059,Entire home/apt,90,1,40,2021-10-07,23.53,1,108,25,21-158228
37321660,A Privacy & Separated Entry Suite @Cambie 41 House,282667018,Xiaoli,,Riley Park,49.23523,-123.11211,Entire home/apt,86,1,136,2021-10-24,5.31,1,175,64,21-158408
37330480,5⭐ Suite next to Regional Park & Close to UBC,281112898,Ciprian,,Dunbar Southlands,49.25183,-123.19204,Entire home/apt,88,2,56,2021-09-21,2.81,1,200,33,21-158096
37331659,1 Bedroom Modern Condo with Spectacular Views!,293583929,Steve,,Downtown,49.28007,-123.1068,Entire home/apt,349,2,18,2021-09-25,0.67,19,309,1,19-274473
37337028,Home Away From Home,281242782,Karol And Nicolle,,South Cambie,49.25537,-123.11721,Entire home/apt,200,2,1,2019-08-21,0.04,1,0,0,19-161090
37338063,LUXURY PENTHOUSE PRIVATE ROOFTOP- 5 MINS DOWNTOWN,229621112,Lauren,,Mount Pleasant,49.27233,-123.10062,Entire home/apt,350,30,0,,,2,128,0,
37366064,1-Bed Cozy Native Art Collector's Suite!,262434133,Mary Ann,,Grandview-Woodland,49.28604,-123.05791,Entire home/apt,150,2,6,2019-10-02,0.22,1,0,0,19-162158
37366448,The heart of Riley Park,21341370,Trinz,,Riley Park,49.24793,-123.09408,Entire home/apt,80,85,6,2020-03-31,0.29,1,80,0,20-201219
37370692,West-Coast Boudoir - Spacious Private bedroom,12310952,Cléo & Carl,,Marpole,49.21428,-123.11293,Private room,50,30,2,2021-06-17,0.09,5,68,1,
37400587,Downtown High-Rise Condo Suite (1 year old),281941199,Adrian John,,Downtown,49.27979,-123.12696,Entire home/apt,130,30,7,2021-11-01,0.31,1,364,5,19-307948
37429640,Experience ‘la Bomba’ private room on  the Drive!,10374538,David,,Grandview-Woodland,49.26357,-123.0656,Private room,59,30,4,2020-05-31,0.16,3,0,0,
37449621,Amazing Updated West End Condo - w/ Parking!,282161781,Sammy,,West End,49.28424,-123.12419,Entire home/apt,140,30,6,2021-10-05,0.22,1,51,2,19-163820
37467473,Comfortable Bright One BR Apt. with Awesome View,349804247,Elvan,,Downtown,49.27716,-123.12746,Entire home/apt,130,30,52,2021-09-19,2.49,11,107,11,20-163030
37489892,Cozy Modern 2 Bedroom Suite,282854446,Ivan,,Hastings-Sunrise,49.27388,-123.04794,Entire home/apt,116,4,59,2020-01-19,26.82,1,137,22,21-158028
37492577,Warm House,282906984,Judy,,Hastings-Sunrise,49.2717,-123.04658,Entire home/apt,85,2,31,2019-12-29,1.14,1,0,0,19-267691
37493589,"Bright, Light and Airy Eco-Kitsilano Garden Suite!",16073196,Roberta,,Kitsilano,49.26212,-123.18366,Entire home/apt,250,3,24,2021-10-18,0.93,1,204,14,21-158173
37502247,Gastown Exposed Brick Loft With Secure Parking,12084581,Sophie,,Downtown Eastside,49.28145,-123.10355,Entire home/apt,226,2,77,2021-10-29,77,1,280,75,21-158973
37503489,"1BR private suite, sleeps 4, central East Van",234132654,Rida,,Riley Park,49.25564,-123.09513,Entire home/apt,90,2,53,2020-02-17,2.13,1,159,19,21-158103
37526079,Stylish + Modern Garden Suite. Great location!,222864999,Neema + Tim,,Kensington-Cedar Cottage,49.25869,-123.06761,Entire home/apt,72,2,26,2021-11-01,1.23,2,49,9,20-161335
37563483,PNW Themed Private Bedroom + Bathroom in New Home,48120990,Jane,,Kensington-Cedar Cottage,49.24268,-123.08222,Private room,70,1,2,2019-08-26,0.07,5,0,0,21-157795
37568282,Tastefully decorated two bedrooms suite,26510197,Theresa,,Kitsilano,49.2616,-123.14622,Entire home/apt,150,30,0,,,5,291,0,
37569783,Lovable Heritage Home in ❤️ of Cambie Village.,211514151,Joshua,,South Cambie,49.25573,-123.11897,Entire home/apt,158,2,66,2021-09-17,2.48,1,80,20,21-158115
37591826,A room for November in 2 Bed apartment,284010414,Scott,,Marpole,49.21261,-123.11532,Private room,31,30,0,,,1,0,0,
37592253,Gallery Mira!  Close to downtown! Pets negotiable!,284013208,Mira,,Downtown Eastside,49.27805,-123.0853,Entire home/apt,175,3,25,2021-11-01,1.19,1,283,9,21-158569
37604974,Experience 'Mariposa' private room on the Drive!,10374538,David,,Grandview-Woodland,49.26407,-123.06613,Private room,49,30,1,2020-03-07,0.05,3,4,0,
37631161,Comfort about 15 min from Downtown via Skytrain(A),53171794,Hamad,,Renfrew-Collingwood,49.24825,-123.04955,Private room,139,1,2,2019-09-01,0.07,3,0,0,19-254529
37633693,Bright and Beautiful Loft Space in Mount Pleasant!,271806541,Jenny,,Mount Pleasant,49.26721,-123.09803,Entire home/apt,199,4,4,2019-10-19,0.16,1,0,0,20-163171
37636926,Stay comfortably as you home during Summer Time,284386573,Li,,West Point Grey,49.26412,-123.20605,Private room,50,1,3,2019-08-19,0.11,1,0,0,19-278094
37657963,Comfort about 15 min from Downtown via Skytrain,53171794,Hamad,,Renfrew-Collingwood,49.24881,-123.04931,Private room,159,1,2,2019-09-02,0.07,3,0,0,19-254529
37662511,Large bedroom in Executive Penthouse,41746903,Coleen,,Downtown,49.27751,-123.11728,Private room,65,30,0,,,2,309,0,
37664644,5 Star LUX Apt + amazing VIEW + heart of Downtown,284056469,Stanislav,,Downtown,49.2796,-123.12757,Entire home/apt,456,2,64,2021-03-15,2.48,1,82,21,21-158050
37683730,"Luxury PH, roof deck, gourmet kitchen, 5 min to DT",53486619,Allen,,Mount Pleasant,49.26218,-123.09699,Entire home/apt,699,2,4,2021-08-01,0.18,1,19,3,19-274757
37687267,are you in need of a room,259226250,Alex,,Marpole,49.21915,-123.12811,Private room,275,30,0,,,1,180,0,
37690536,Modern apartment in trendy Railtown!,25813995,Colby,,Downtown Eastside,49.28308,-123.09345,Entire home/apt,122,29,16,2021-08-31,0.60,1,86,1,19-278610
37715782,"PRIVATE ROOM, NEAR ANY LANDMARK",271096826,Joesfina,,Killarney,49.20621,-123.05634,Private room,45,1,1,2019-09-01,0.04,6,0,0,20-162761
37721299,D38 - Stunning 3 Bedroom in Shannon Mews,30899,Rami,,Kerrisdale,49.22077,-123.14264,Entire home/apt,142,30,1,2020-02-25,0.05,40,278,0,
37742144,Walking distance to bus station and shopping areas,233403940,Khac Hung,,Victoria-Fraserview,49.22252,-123.05907,Entire home/apt,119,2,2,2019-09-29,0.08,1,0,0,19-175914
37745127,"Cozy, Private room in Stylish Country Home by UBC",79379,Pushpa,,West Point Grey,49.26076,-123.21421,Private room,99,30,4,2020-02-02,0.15,4,180,0,20-160837
37746138,Mt Pleasant Cozy+Safe+Zen Condo!,254639639,Julia,,Mount Pleasant,49.26443,-123.08758,Entire home/apt,55,150,0,,,1,70,0,
37758409,2BR Olympic Village Area | View of Science World,23093809,Kaila & Justin,,Mount Pleasant,49.27109,-123.10345,Entire home/apt,320,7,29,2021-01-30,1.15,1,78,6,21-158121
37770091,Mount Pleasant Retreat,5099769,Sasha,,Riley Park,49.25455,-123.09371,Entire home/apt,115,2,17,2021-10-24,0.80,1,132,9,20-169141
37771902,Cozy Penthouse Bedroom in Central East Van,222917983,Michelle ∆ Tanya,,Renfrew-Collingwood,49.26068,-123.05291,Private room,93,3,4,2019-12-31,0.15,2,0,0,19-168099
37776752,Vancouver City House -Close to YVR!Parking/Transit,270891687,Jeffrey,,Victoria-Fraserview,49.21163,-123.07048,Entire home/apt,31,30,39,2020-02-24,1.45,1,180,9,21-158137
37779949,2 bedroom house in quiet Mount Pleasant area,276369892,Will,,Riley Park,49.2543,-123.09456,Entire home/apt,150,4,27,2020-03-18,1.09,1,17,0,19-409713
37780311,Historic Luxury Gastown Loft-Close to everything!,260920400,Chanel,,Downtown Eastside,49.28171,-123.10433,Entire home/apt,300,3,4,2019-09-30,0.15,1,0,0,21-158132
37802612,"UBC,Millions$$ Home, Private Entrance,Top Floor",204647679,Shirley,,Shaughnessy,49.23537,-123.13749,Entire home/apt,64,1,77,2020-11-16,3.01,3,47,33,19-279779
37803333,"AWESOME VIEWS, BRIGHT 2 Bedrooms+ Parking+ROOFTOP",5335111,Eric,,Downtown Eastside,49.27968,-123.10015,Entire home/apt,214,2,28,2021-10-24,22.11,6,245,10,20-163209
37803892,"2BD,UBC,Millions$$Home,Full Private,Ground Floor",204647679,Shirley,,Shaughnessy,49.23547,-123.135,Entire home/apt,85,2,83,2020-08-23,3.25,3,41,36,19-279779
37804497,Cozy Penthouse Bedroom,222917983,Michelle ∆ Tanya,,Renfrew-Collingwood,49.26126,-123.05489,Private room,75,2,1,2019-12-24,0.04,2,0,0,19-168099
37807491,10 Min. drive Beach and Downtown Basement Suite*,284610270,Ivis,,Shaughnessy,49.25068,-123.14696,Entire home/apt,99,2,4,2021-05-01,0.52,1,10,4,21-205620
37807603,Cedar Cottage Garden Suite easy access to downtown,48165123,Sheena,,Kensington-Cedar Cottage,49.25264,-123.07762,Entire home/apt,186,3,32,2021-01-19,1.53,1,0,15,21-158773
37811839,Stylish Gastown 1 Bed Haven Perfect for Two,242412532,Jennifer,,Downtown Eastside,49.28132,-123.10828,Entire home/apt,142,7,62,2020-09-15,2.35,1,39,20,21-157016
37829235,"Perfect Comfortable Downtown Location, Sleeps 4!!!",281777935,Juana Idalia,,Downtown,49.279,-123.12293,Entire home/apt,136,3,40,2021-09-07,1.51,1,49,15,21-158092
37834598,Amazing View in Historic Gastown,97675775,Bryce,,Downtown Eastside,49.28349,-123.10255,Entire home/apt,214,30,3,2019-09-26,0.12,1,31,0,19-280631
37843551,STYLISH Brand New House near Downtown Vancouver,286555830,Vivian,,Hastings-Sunrise,49.2809,-123.04899,Private room,554,2,27,2021-08-31,1.05,1,364,9,21-158135
37857888,Beautiful 2br home steps from Commercial Drive,40641609,Nathalie,,Grandview-Woodland,49.27849,-123.0719,Entire home/apt,255,4,1,2019-11-19,0.04,1,0,0,19-268535
37859386,ROOM C &WALK TO BUS(UBC- 49 ST SKYTRAIN-METROTOWN),120990849,Yolanda,,Victoria-Fraserview,49.2234,-123.05466,Private room,49,3,13,2019-11-10,0.48,3,0,0,20-116867
37881123,Vancouver View Suite 2 minuets from skytrain,286738892,Chanel,,South Cambie,49.24817,-123.12094,Entire home/apt,148,30,31,2019-12-07,2.08,1,43,7,20-163179
37881980,1 Bedroom with Private Bath in Downtown Vancouver,286949497,Shay,,Downtown,49.27517,-123.11776,Private room,104,3,6,2019-11-12,0.24,1,0,0,12_4547698
37882906,Downtown Vancouver Loft,38044738,Claude,,Downtown,49.27683,-123.12705,Entire home/apt,125,30,3,2021-04-03,0.12,1,184,1,
37884820,"💎HiddenGem@trendy South Main,New✨Clean+Near All",157702162,Sara,,Riley Park,49.24696,-123.10397,Entire home/apt,110,2,38,2020-03-12,1.45,1,0,0,21-158086
37887956,★Downtown/RogersArena★✓Parking ✓Pool ✓Hot-tub ✓Gym,37514613,Ana & Alberto,,Downtown,49.27907,-123.10951,Entire home/apt,279,30,78,2021-01-02,2.98,1,115,7,20-163156
37903923,2 BDRM Private Suite in Central Location Vancouver,65671253,Karanvir,,Victoria-Fraserview,49.22594,-123.05937,Entire home/apt,85,2,21,2020-02-07,0.83,1,33,7,21-158114
37904804,New!! Professionally designed near Riley Park!,287146425,Kelly,,Riley Park,49.23534,-123.10049,Entire home/apt,309,3,32,2021-09-07,1.53,1,299,9,21-158142
37911026,Hello Hokusai💙 Artsy&Spacious 1+1BR & Self Entry!,287170983,Lucinda,,Dunbar Southlands,49.23726,-123.18148,Entire home/apt,120,1,17,2020-02-16,0.67,3,0,1,21-158141
37940015,City Cottage Studio Bedroom -  30% OFF,113740248,Ellen & Juan,,Kensington-Cedar Cottage,49.25278,-123.08373,Entire home/apt,107,1,58,2021-09-28,14.38,2,22,23,21-156595
37947752,Spacious and Central 2BR Condo Near Skytrain,194562653,Farouk,,Renfrew-Collingwood,49.23946,-123.05332,Entire home/apt,139,30,5,2020-01-14,0.46,2,214,3,
37948851,ROOM B &WALK TO BUS (UBC-49 ST SKYTRAIN-METROTOWN),120990849,Yolanda,,Victoria-Fraserview,49.22115,-123.05264,Private room,50,7,21,2019-11-10,0.81,3,0,0,20-116867
37962482,Cozy South Vancouver Studio,287810873,Jacob,,Sunset,49.21958,-123.09177,Private room,70,2,0,,,1,0,0,19-282412
37962863,CozyChic Central Location 1 bed Condo ❤️ |Gym/Wifi,79906037,Tao,,Downtown,49.27832,-123.12114,Entire home/apt,179,30,75,2021-10-14,2.88,2,78,41,Exempt
37995760,Vancouver Yaletown 2 bedrooms city view,190630980,Lin,,Downtown,49.27652,-123.12065,Entire home/apt,150,30,0,,,2,362,0,
38045142,Best Location and Fair Price,288684908,Isaque,,West End,49.28442,-123.13365,Entire home/apt,157,2,30,2020-03-13,1.39,1,0,0,20-163214
38061672,★ Modern Private Suite ★ | Close to Everything,187588818,Michael,,Renfrew-Collingwood,49.25402,-123.04108,Entire home/apt,69,3,65,2021-09-20,11.82,1,64,28,21-158089
38067381,Beautiful LOFT in trendy YALETOWN! (New Listing),87675663,Krista,,Downtown,49.27427,-123.12573,Entire home/apt,150,30,0,,,2,0,0,
38067971,"Modern suite, central to all areas of Vancouver",286159664,Lena,,Kensington-Cedar Cottage,49.2428,-123.07416,Entire home/apt,89,7,28,2020-03-15,1.07,1,0,0,20-163225
38070832,City Oasis,20166868,Rotem,,Kensington-Cedar Cottage,49.24523,-123.06675,Entire home/apt,100,7,0,,,1,0,0,20-200706
38078881,Vlinderhof West- Entire 2 bedrooms and 2 bathrooms,224848348,Jacob,,Downtown,49.27857,-123.10558,Entire home/apt,185,2,132,2021-11-05,5.32,1,52,62,21-158205
38093761,"Clean, cosy and conveniently located!",23465160,Ling,,Sunset,49.22598,-123.10482,Private room,125,2,1,2020-09-30,0.07,1,0,0,20-163220
38094418,Hip Commercial Drive -Exec 3 br 3bath,12487698,Chad,,Grandview-Woodland,49.27319,-123.06933,Entire home/apt,425,3,7,2021-05-15,0.36,2,115,6,21-156881
38102991,Stylish Condo in Yaletown!,21409778,Kathleen,,Downtown,49.27426,-123.12862,Entire home/apt,133,30,0,,,1,136,0,
38109692,Beautiful cosy private room,212964169,Vincent,,Victoria-Fraserview,49.20916,-123.06021,Private room,49,360,1,2019-09-16,0.04,1,365,0,19-284676
38120606,Luxury apartment and the best location !!!,177153027,Tony,,Downtown,49.29291,-123.12956,Entire home/apt,436,30,2,2019-09-20,0.08,1,364,0,18-549677
38131507,Sanitized Secret Garden Suite,12622203,Annie,,Kensington-Cedar Cottage,49.25319,-123.08629,Entire home/apt,100,6,25,2021-08-04,0.94,1,107,4,21-158145
38132171,Room in Downtown Vancouver Near the Beach,289686182,Barbara,,West End,49.29053,-123.13676,Private room,93,2,6,2019-09-22,0.23,1,0,0,Exempt
38153337,"Heart of Van. Easy parking, 7min walk to skytrain.",279307978,Oakley,,Oakridge,49.22418,-123.11636,Entire home/apt,125,1,72,2021-10-11,3.21,1,50,33,21-158264
38160401,Downtown Vancouver Studio - Professionally Cleaned,289942416,Gurdave,,West End,49.28322,-123.13008,Entire home/apt,100,1,148,2021-09-29,5.92,2,325,64,21-158171
38160464,Cozy Apartment In Downtown Vancouver +Netflix,289717105,Hajar,,Downtown,49.27452,-123.12347,Entire home/apt,88,2,2,2019-09-29,0.08,1,0,0,18-642020
38190828,Well located Comfortable fully renovated  place!,69885972,Atif,,Grandview-Woodland,49.28814,-123.06109,Private room,95,1,0,,,1,0,0,19-285965
38191572,Brand new apartment in beautiful East Vancouver,2038204,Bradley,,Hastings-Sunrise,49.28141,-123.04643,Private room,98,2,3,2019-09-27,0.12,2,0,0,19-290238
38192556,温西近UBC basement豪华宽敞两室一厅一卫,285560031,Catherine,,Dunbar Southlands,49.25385,-123.18847,Private room,173,5,0,,,1,87,0,21-158129
38194421,"New, Cozy, and Convenient Downtown Condo",65252743,Marianne,,Downtown,49.27812,-123.1284,Entire home/apt,105,30,21,2020-03-07,0.83,1,114,0,20-163309
